company_name,n_deals,n_unique_athletes,total_nil_value,avg_nil_value,top_school,top_position
Warby Parker,1,1,5317157.0,5317157.0,Texas,QB
Warped Wing Springboro,1,1,0.0,0.0,,PF
Washington Gives,1,0,0.0,0.0,,
Washington NIL Store,1,1,0.0,0.0,Washington,P
Washington Trails,1,0,0.0,0.0,,
Tylenol,1,1,0.0,0.0,Ohio State,LB
Pennzoil,1,1,0.0,0.0,,C
Pennsylvania Pork Producers Council,1,1,0.0,0.0,,EDGE
Washington Trust Bank,1,1,0.0,0.0,,SF
Peel Panthers Talent Showcase,1,1,0.0,0.0,,WR
Water Street Tavern,1,1,0.0,0.0,Kansas State,WR
Waiakea,1,1,0.0,0.0,UCLA,IF
Wagbnb,1,1,0.0,0.0,,QB
Peter Blum Family YMCA of Boca Raton,1,1,0.0,0.0,Arkansas,SG
WA Beef Checkoff,1,1,1625635.0,1625635.0,Oklahoma,QB
Pit Viper,1,1,0.0,0.0,,S
Volunteer Club Locker Room,1,1,0.0,0.0,Tennessee,PG
Pioneer Communications,1,1,0.0,0.0,Kansas State,IOL
Vortex Optics,1,1,0.0,0.0,Florida,P
Vote.org,1,1,0.0,0.0,SMU,CB
Pieratt's,1,1,0.0,0.0,Arkansas,PG
Pickering Energy Partners,1,1,0.0,0.0,Houston,S
Pickens County Humane ,1,1,0.0,0.0,,SG
W  ,1,1,0.0,0.0,,All
Phillips Farm,1,1,0.0,0.0,,IOL
WSLAM,1,1,0.0,0.0,,SG
WAYA,1,1,0.0,0.0,Texas,OPP
Philips Norelco,1,1,0.0,0.0,Georgia,WR
Phil Long Ford,1,1,0.0,0.0,,CB
WIFI Managment,1,1,0.0,0.0,Point Park University,SG
Petsmart,1,1,0.0,0.0,,WR
Peter Boulware Toyota,1,1,0.0,0.0,,DL
WIN Reality,1,1,0.0,0.0,Vanderbilt,IF
WKU NIL Store,1,0,0.0,0.0,,
WSB-TV,1,1,0.0,0.0,Georgia,TE
"Peacock, Ellison & French CPA",1,1,0.0,0.0,,IOL
Pawster Nashville,1,1,0.0,0.0,Vanderbilt,S
Williams Architecture,1,1,0.0,0.0,,OT
Pawnee Mental Health,1,1,0.0,0.0,Kansas State,DS
Westwood Home Services,1,1,0.0,0.0,Missouri,QB
Papa John's,1,1,1500772.0,1500772.0,LSU,CG
White Allen Chevy,1,1,0.0,0.0,,PF
Panther City Lacrosse Club,1,1,0.0,0.0,,LB
White Allen Euro,1,1,0.0,0.0,,PF
Panda Express,1,1,0.0,0.0,UCLA,All
Whitney Donut & Sandwich Shop,1,1,0.0,0.0,Quinnipiac,G
Whole Foods,1,1,0.0,0.0,UCLA,QB
Palmetto Super Foods,1,1,0.0,0.0,University of San Francisco,MF
Wild Card,1,1,0.0,0.0,,WR
Wild Salsa,1,1,0.0,0.0,SMU,MB
Palmer Physical Therapy,1,1,0.0,0.0,Wichita State,IF
Wild Trading Cards,1,1,0.0,0.0,,QB
Painting With a Twist,1,1,0.0,0.0,USC,LB
Wildcats Winter Hoopfest,1,0,0.0,0.0,,
Painted by James Charles,1,1,0.0,0.0,South Carolina,SG
Pacsun,1,1,0.0,0.0,USC,J
Pack Leaders Rescue of CT,1,0,0.0,0.0,,
Pace Center for Girls,1,1,0.0,0.0,Florida,IF
PVL Sports Nutrition,1,1,0.0,0.0,Duke,SG
Wildfang,1,1,0.0,0.0,,PF
Pape,1,1,0.0,0.0,Indiana,SG
Westside Pour House,1,1,0.0,0.0,Memphis,QB
Paper Planes,1,1,0.0,0.0,Kentucky,QB
Weetabix,1,1,0.0,0.0,,PF
Pauly Presley Realty,1,1,0.0,0.0,Texas,OH
Paul Miller Mazda,1,1,0.0,0.0,TCU,PG
Waterloo Greenway,1,1,0.0,0.0,,LB
WeUpNow Gaming,1,1,0.0,0.0,,CB
Wear SPF,1,1,0.0,0.0,Louisville,S
Web Apps America,1,1,0.0,0.0,,PG
Patrol Grooming,1,1,0.0,0.0,South Carolina,PG
Webb Wealth Advisors,1,1,0.0,0.0,,PG
Weekend Warrior,1,1,0.0,0.0,Iowa,SG
Wended Weis Foundation,1,1,0.0,0.0,Stanford,LB
Westrock Orthodontics,1,1,0.0,0.0,UCF,QB
Wender Weis Foundation for Children,1,1,0.0,0.0,Stanford,OT
West Alabama Food Bank,1,1,0.0,0.0,,IOL
West Austin Youth Association,1,1,0.0,0.0,Texas,OH
Parity Now,1,1,0.0,0.0,,PF
Paris Chane,1,1,0.0,0.0,Oregon,S
Parfait,1,1,0.0,0.0,South Carolina,PG
Parade,1,1,0.0,0.0,Louisville,S
Western Kentucky NIL Store,1,1,0.0,0.0,Western Kentucky,DF
Westfield Basketball,1,1,1882464.0,1882464.0,Purdue,PG
Tyler Elsdon Football Camp,1,1,0.0,0.0,Penn State,LB
Toyota of Tampa Bay,1,1,0.0,0.0,USF,QB
Twyneo,1,1,0.0,0.0,,QB
Taqueria Santa Cruz Express,1,1,0.0,0.0,Cal Poly,LS
Takis ,1,1,0.0,0.0,UCLA,All
Tallahassee DCJ,1,1,0.0,0.0,,WR
Simple Human,1,1,0.0,0.0,UCLA,SG
Simmons Erosion Control,1,1,0.0,0.0,,QB
Simcoe and Zion Food Banks,1,1,0.0,0.0,,IOL
Silicon Valley Down Syndrome Network,1,1,0.0,0.0,Stanford,OT
Tanner Bailey Football Camp,1,1,0.0,0.0,Auburn,QB
Signature Roofing,1,1,0.0,0.0,Boise State,SF
Signature Ride,1,1,1713689.0,1713689.0,LSU,QB
Sierato,1,1,0.0,0.0,,PG
SideBar,1,1,0.0,0.0,Alabama,PV
RBI Austin,1,1,0.0,0.0,Texas,OH
Tavern on George,1,1,0.0,0.0,,WR
Tayion Collection,1,1,0.0,0.0,Auburn,PG
TaylorMade,1,1,0.0,0.0,Miami,G
Shuck Cancer New Orleans,1,1,0.0,0.0,,QB
Shriners Children’s Hospital,1,1,0.0,0.0,Houston,SG
Team Boneyard Turkey Drive,1,1,0.0,0.0,USC,PF
Shoot-A-Way,1,1,0.0,0.0,,CG
Team HOTSHOT,1,1,0.0,0.0,TCU,AT
Team Hally,1,1,0.0,0.0,Kansas State,C
Shoot Around with Knecht,1,1,0.0,0.0,,SG
Sioux Shop,1,0,0.0,0.0,,
Sip Swigg,1,1,0.0,0.0,LSU,All
Take One Sportswear,1,1,0.0,0.0,Texas Southern,QB
Tajh Boyd Foundation,1,1,0.0,0.0,Clemson,EDGE
Syracuse Orange NIL Merch,1,1,0.0,0.0,Syracuse,SG
TABLE,1,1,0.0,0.0,,QB
TB12Sports,1,1,0.0,0.0,Alabama,GK
Slumberland Furniture Champaign,1,1,0.0,0.0,,QB
Slice House,1,1,0.0,0.0,Florida State,OT
TGP Homes,1,1,0.0,0.0,Maryland,PG
TIY,1,1,0.0,0.0,Creighton,OH
Slice Brothers Pizza,1,1,0.0,0.0,Virginia Tech,LB
TKO Miller,1,1,0.0,0.0,,CG
Sleek by Hailey,1,1,0.0,0.0,,S
Sleefs,1,1,0.0,0.0,,S
TWG Development,1,1,0.0,0.0,Indiana,SG
TYR Sport,1,1,0.0,0.0,Stanford,S
SkylarWallace.com,1,1,0.0,0.0,Florida,IF
Tac Ops,1,1,0.0,0.0,,PF
SkyBox Sports,1,1,0.0,0.0,,CB
Skin by Brownlee & Co,1,1,0.0,0.0,Michigan,SG
Tackle Cancer,1,1,0.0,0.0,Texas A&M,EDGE
Taco Time,1,1,0.0,0.0,Utah State,S
SixFour3,1,1,0.0,0.0,Florida State,P
Tailgate Challenge,1,1,0.0,0.0,UTSA,SG
Shokz,1,1,0.0,0.0,Auburn,All
Shoe Game,1,1,0.0,0.0,South Carolina,PG
Shocker Grind,1,1,0.0,0.0,Wichita State,IF
Seoul Juice,1,1,0.0,0.0,Oklahoma,IF
Sellers Sisters' Summer Basketball Camp,1,1,0.0,0.0,Maryland,SG
Seeds of Caring,1,1,0.0,0.0,Ohio State,AT
The Brading Lounge,1,1,0.0,0.0,Michigan,SG
Secret Deodorant,1,1,0.0,0.0,Charlotte,SG
The Cardinal,1,1,0.0,0.0,Liberty,QB
The Center for Family Outreach,1,1,0.0,0.0,Baylor,WR
Sea Shells Seafood Restaurant,1,1,0.0,0.0,,PG
Scullis Pizza,1,1,0.0,0.0,,S
The Coldest Water,1,1,0.0,0.0,,RB
Screen for Type 1,1,1,0.0,0.0,UCLA,All
The Cotton Gin,1,1,0.0,0.0,South Carolina,QB
Scratch Kitchen & Cocktails,1,1,0.0,0.0,Oklahoma,All
The Crimson and Cream Youth Basketball Camp,1,0,0.0,0.0,,
The DW Designs,1,1,0.0,0.0,,PF
Scout,1,1,0.0,0.0,Florida,All
The Dan Le Batard Show,1,1,0.0,0.0,SMU,QB
Scotland Motors,1,1,0.0,0.0,NC State,PG
Scotch Porter,1,1,0.0,0.0,UCLA,QB
The Den,1,1,0.0,0.0,UCLA,C
The Detroit Garage,1,1,0.0,0.0,,RB
The F1NO Project,1,1,0.0,0.0,,CG
Senné,1,1,0.0,0.0,,MF
Sergio's Restaurants,1,1,0.0,0.0,Miami,OT
Team IFA,1,1,0.0,0.0,Minnesota,EDGE
The Big Stomp,1,1,0.0,0.0,North Carolina,SF
Shipt,1,1,0.0,0.0,South Carolina,PG
Team Lax Goalie Rat,1,1,0.0,0.0,USC,GK
Shipley Energy,1,1,0.0,0.0,Missouri,QB
Shea Butter,1,1,0.0,0.0,TCU,AT
Shaylee Gonzales Basketball Camp,1,1,0.0,0.0,Texas,CG
Sharpe's of Stillwater,1,1,0.0,0.0,Oklahoma,S
Terrell's Potato Chips,1,1,0.0,0.0,,QB
Texas Pete,1,1,0.0,0.0,South Carolina,PF
Thacker Jewelry,1,1,0.0,0.0,,QB
Shaquille O’Neal Foundation,1,1,0.0,0.0,,PG
Shaklee,1,1,0.0,0.0,Ashland University,PV
The 33rd Team,1,1,0.0,0.0,,RB
Setzer Properties,1,1,0.0,0.0,,DL
Settlemier’s Jackets,1,1,0.0,0.0,Oregon,PG
The Abernathy,1,1,0.0,0.0,Missouri,CB
The Aggazine,1,1,0.0,0.0,Arkansas,WR
The Athlete's Foot,1,1,1500772.0,1500772.0,LSU,CG
Seth Wadley Dealerships,1,1,0.0,0.0,Oklahoma,P
Serious Player Only,1,1,0.0,0.0,Florida,PG
The Big Hoopla,1,1,0.0,0.0,Dayton,SG
Serious Bean Co.,1,1,0.0,0.0,,QB
Smarter Greens,1,1,0.0,0.0,Oregon State,UB
Smooth & Groove,1,1,0.0,0.0,Auburn,PG
Synovus Bank,1,1,0.0,0.0,,QB
Sportneer,1,1,0.0,0.0,,S
Stephen Toyota,1,1,0.0,0.0,,C
Spokane International Airport,1,1,0.0,0.0,Gonzaga University,SG
Spirit Shop,1,1,0.0,0.0,North Florida,SG
Spikeball,1,1,0.0,0.0,,S
Spencer Salmon Real Estate,1,1,0.0,0.0,,QB
Spencer Rattler Football Camp,1,1,0.0,0.0,,QB
StickIt,1,1,0.0,0.0,Maryland,OT
Special Olympics Tennessee,1,1,0.0,0.0,Vanderbilt,IF
Stifel,1,1,0.0,0.0,Stanford,G
Special Olympics Missouri,1,1,0.0,0.0,,CB
Stone Belt Arc,1,1,0.0,0.0,Indiana,DF
Stop Childrens Cancer,1,1,0.0,0.0,,QB
Spartan NIL Store,1,1,0.0,0.0,Michigan State,CG
Sparrow Salon,1,1,0.0,0.0,Michigan,SG
Sparkling Ice,1,1,0.0,0.0,,SF
Streignth Sportswear,1,1,0.0,0.0,Iowa State,SG
Stretch Fusion,1,1,0.0,0.0,Tennessee,SG
Spalding,1,1,0.0,0.0,Iowa State,PG
Southwest Human Development,1,1,0.0,0.0,Sacramento State,QB
Stride Sports,1,1,0.0,0.0,Illinois State,OT
Southern Nevada Water Authority,1,1,0.0,0.0,,QB
Stead Family Children’s Hospital,1,1,0.0,0.0,East Tennessee State,QB
StayTooned Athletics,1,1,0.0,0.0,,P
Stronger Than Cancer,1,1,0.0,0.0,Oklahoma,OF
Sports Addiction,1,1,0.0,0.0,,DL
Stackwell Capital Digital Investment,1,1,0.0,0.0,TCU,SG
Staks Kitchen,1,1,0.0,0.0,Auburn,All
Stand-With-Bands,1,1,0.0,0.0,Nebraska,DS
St. Austin Catholic Parish,1,1,0.0,0.0,,S
Squishmallows,1,1,0.0,0.0,Alabama,OF
Squire Jehegan Outreach Center,1,1,0.0,0.0,Gonzaga University,CG
"Squire & Company, PC",1,1,0.0,0.0,BYU,SF
Star Face,1,1,0.0,0.0,LSU,All
Square One Vintage,1,1,0.0,0.0,Colorado State,PG
StarKist,1,1,0.0,0.0,UCLA,PG
Starbucks,1,1,0.0,0.0,Colorado,QB
Start Up Waco,1,0,0.0,0.0,,
Starz,1,1,0.0,0.0,,S
Stashlete,1,1,0.0,0.0,South Carolina,DF
Sportsfinda,1,1,0.0,0.0,Oklahoma,OF
Sports Locker,1,1,0.0,0.0,Kansas,SG
State College Arts Festival,1,1,0.0,0.0,Penn State,DL
Sports Illustrated Tickets,1,1,0.0,0.0,Miami,PF
OVME Aesthetics,1,1,0.0,0.0,Princeton,AT
Sports Clips,1,1,0.0,0.0,,OT
Sports Biz Network,1,1,0.0,0.0,,SF
Strike,1,1,0.0,0.0,,LB
StubHub,1,1,0.0,0.0,Providence,SF
Sylvia P,1,1,0.0,0.0,Florida,UB
Sonder Mind,1,1,0.0,0.0,Arizona,IF
Super Saver Foods,1,1,0.0,0.0,Nebraska,IF
Solaro Shades,1,1,0.0,0.0,Mississippi State,OF
Soirée For Sudan ,1,1,0.0,0.0,,WR
Soccer Master,1,1,0.0,0.0,Marquette,MF
Soccer Girl Problems,1,1,0.0,0.0,Alabama,GK
Sobro,1,1,0.0,0.0,,PG
Super Speed Golf,1,1,0.0,0.0,University of San Francisco,G
SuperBeets Sport,1,1,0.0,0.0,Texas,T
SuperSpeed Golf,1,1,0.0,0.0,,G
SoFabFood,1,1,0.0,0.0,,EDGE
Susan G. Komen,1,1,0.0,0.0,,LB
Snoking Gun Jerky,1,1,0.0,0.0,Nebraska,DS
Sweet Cheeks Diaper Bank,1,1,0.0,0.0,,DL
Snappy’s Summer Party,1,1,0.0,0.0,,IOL
Snap Kitchen,1,1,0.0,0.0,Baylor,LB
Snackpass,1,1,0.0,0.0,,S
Sweetkiwi,1,1,0.0,0.0,Houston,SG
Smuckers,1,1,0.0,0.0,Clemson,DR
SwimSwam,1,1,0.0,0.0,Louisville,S
Switchyard Park Dog Park,1,1,0.0,0.0,,SG
Swoosh,1,1,0.0,0.0,Texas,CG
Solid Grindz,1,1,0.0,0.0,,OT
Super Patch,1,1,0.0,0.0,,S
Stubborn Brothers Pizza Bar,1,1,0.0,0.0,Toledo,LB
Super Max 100,1,1,0.0,0.0,,ATH
StudioPlace,1,1,0.0,0.0,UCLA,S
StyleByStudio33,1,1,0.0,0.0,,SF
Southern Chevy Dealers,1,1,0.0,0.0,,OT
Southeastern Mortgage Solutions,1,1,0.0,0.0,,TE
SueroX USA,1,1,0.0,0.0,Sacramento State,IOL
Sugarfire Smokehouse,1,1,0.0,0.0,,QB
South Florida Strong,1,1,0.0,0.0,USF,QB
SuitShop,1,1,0.0,0.0,South Carolina,ATH
Sour Strips,1,1,0.0,0.0,,PG
Summit Stands,1,1,0.0,0.0,,P
Sun Youth,1,1,0.0,0.0,Florida,PF
Soul Runner,1,1,0.0,0.0,,S
Suncoast,1,1,0.0,0.0,Texas A&M,G
Sony Music,1,1,0.0,0.0,Texas A&M,CB
Sonu Sleep Mattress,1,1,0.0,0.0,North Carolina,OF
Sunga Life Performance Apparel,1,1,0.0,0.0,Boise State,K
Sons of Montezuma Podcast,1,1,0.0,0.0,Kentucky,PG
Sunoco,1,1,0.0,0.0,,PF
Sunshine Quality,1,1,0.0,0.0,LSU,EDGE
Suntan City,1,1,0.0,0.0,Kentucky,BB
Super ENRGY,1,1,0.0,0.0,Temple,VT
The Family Network,1,1,0.0,0.0,,RB
The Farmer's Dog,1,1,0.0,0.0,,WR
Scarlet & Gold,1,1,0.0,0.0,Auburn,All
Titleist,1,1,0.0,0.0,Oregon,G
Ringor,1,1,0.0,0.0,Texas Tech,P
Rimrock Football Camp,1,1,0.0,0.0,Montana State,OT
Riley Decker Companies,1,1,0.0,0.0,Cincinnati,SG
Riley Children's Foundation,1,1,0.0,0.0,Indiana,SG
RickeaJackson.com,1,1,0.0,0.0,,SF
Toledo Library,1,1,0.0,0.0,Toledo,WR
Tom Drexler Plumbing,1,1,0.0,0.0,Louisville,QB
Tommy Hillfiger,1,1,0.0,0.0,Oregon,CG
Tommy John,1,1,0.0,0.0,Ohio State,QB
Tommy's Express Car Wash,1,1,0.0,0.0,,QB
Tommy’s Express Car Wash,1,1,0.0,0.0,,SF
Rhythm & Brews Tuscaloosa,1,1,0.0,0.0,Alabama,PV
Tony's Place,1,1,0.0,0.0,Boston College,RB
Reveal Suits,1,1,0.0,0.0,Villanova,QB
Too Faced Cosmetics,1,1,0.0,0.0,,All
Too Good & Co.,1,1,0.0,0.0,UCLA,All
Toothman Ford,1,1,0.0,0.0,West Virginia,SG
Top Gun,1,1,0.0,0.0,,C
Top Hat Bingo Association,1,1,0.0,0.0,,WR
Reserve at Knollwood,1,1,0.0,0.0,Virginia Tech,C
Repeat Champs Dinner,1,1,0.0,0.0,,C
Tocaya Modern Mexican,1,1,0.0,0.0,,SF
Title Town Gator Club ,1,1,0.0,0.0,,S
Topicals,1,1,0.0,0.0,South Carolina,SG
Rips Licorice,1,1,0.0,0.0,,S
Tickets for Kids,1,1,0.0,0.0,,WR
Tifosi Optics,1,1,0.0,0.0,Pittsburgh,DR
Rock the South,1,1,0.0,0.0,Alabama,PV
Rock Chalk NFT ,1,1,0.0,0.0,,SF
Tiger Bookstore,1,1,0.0,0.0,,SG
Tiger Fund Classic,1,1,0.0,0.0,Missouri,IOL
Tiger Night at Zoo Lights,1,0,0.0,0.0,,
Tiger Scholarship Fund,1,1,0.0,0.0,,K
Rock & Reilly's USC,1,1,0.0,0.0,,WR
TikTok,1,1,0.0,0.0,Connecticut,SG
Rochester Roadshow,1,1,0.0,0.0,Minnesota,OH
Robert Pollock Elementary,1,1,0.0,0.0,,PF
Timeless Art,1,1,0.0,0.0,San Diego State,PG
Tin Roof Restaurant & Bar,1,1,0.0,0.0,,WR
Tin Roof Wrigleyville,1,1,0.0,0.0,Iowa,SG
Riverside Pizzeria,1,1,0.0,0.0,Wisconsin-Green Bay,SG
Tinder,1,1,1500772.0,1500772.0,LSU,CG
Rivals,1,1,0.0,0.0,Penn State,WR
Tint My Ride,1,1,0.0,0.0,,S
Tire Discounters,1,1,0.0,0.0,,OT
Rise Adaptive Sports,1,1,0.0,0.0,,S
Relay For Life,1,1,0.0,0.0,Penn State,SF
Topricin,1,1,0.0,0.0,Colgate,CB
Rohrman Kia at Lafayette,1,1,0.0,0.0,Arizona State,CB
Troy Regional Orthopedics & Sports Medicine,1,1,0.0,0.0,Troy,QB
Raised & Rooted,1,1,0.0,0.0,Auburn,SG
Rahjai Harris Football Camp,1,1,0.0,0.0,East Carolina,RB
Raging Bull Street Tacos,1,1,0.0,0.0,West Virginia,QB
Ragin Cajuns Merch,1,0,0.0,0.0,,
RTP Mortgage,1,1,0.0,0.0,NC State,EDGE
RTI Insurance Services of Pittsburgh,1,1,0.0,0.0,Penn State,SG
RPT Clinic,1,1,0.0,0.0,UNLV,QB
TruSport,1,1,0.0,0.0,South Carolina,ATH
True Blue Pools,1,1,0.0,0.0,Virginia,RB
True Capital Management,1,1,0.0,0.0,,SF
True Temper,1,1,0.0,0.0,Alabama,G
RJ Harvey Youth Football Camp,1,1,0.0,0.0,,RB
RJ Austin Baseball Clinic,1,1,0.0,0.0,Vanderbilt,IF
True Victory,1,1,0.0,0.0,Wichita State,OF
RIP-IT,1,1,0.0,0.0,Texas,OH
Tuffy Talk,1,1,0.0,0.0,NC State,PG
REVIVYOU TEAM,1,1,0.0,0.0,Georgia,OF
REVIVYOU,1,1,0.0,0.0,Penn State,WR
REVEL Moments,1,1,0.0,0.0,East Tennessee State,QB
RECOVER 180,1,1,0.0,0.0,,SG
Turn90,1,1,0.0,0.0,,WR
TruBowl,1,1,0.0,0.0,,CG
Rally at the Rendezvous,1,1,0.0,0.0,Memphis,PG
Total Pro Home Services,1,1,0.0,0.0,,QB
Troy Orthopedicas & Sports Medicine,1,1,0.0,0.0,North Carolina,OT
Rehfeldt Collectibles,1,1,0.0,0.0,,PG
Reflect Supplements,1,1,0.0,0.0,Illinois,S
TownHall,1,1,0.0,0.0,,SG
St. Paul’s Lutheran School,1,1,0.0,0.0,,SF
Trader Joe's,1,1,0.0,0.0,Clemson,DR
Trainwreck Sports,1,1,0.0,0.0,Buffalo,S
Red & Black Weekend Golf Tournament,1,1,0.0,0.0,New Haven,QB
TravisMathew,1,1,0.0,0.0,USC,TE
Tre Morgan Baseball Camp,1,1,0.0,0.0,LSU,IF
Tre Morgan Skills Clinic,1,1,0.0,0.0,LSU,IF
Treasureland NFTs,1,1,0.0,0.0,,RB
Treveyon Henderson Youth Football Camp,1,1,0.0,0.0,,RB
RecruitMe,1,1,0.0,0.0,SMU,PG
"Real Champions, Inc",1,1,0.0,0.0,,TE
Rayban,1,1,0.0,0.0,UCLA,QB
Rapsodo Softball,1,1,0.0,0.0,Oklahoma,IF
Triumph NIL Store,1,1,0.0,0.0,,EDGE
Triumph+ Podcast,1,1,0.0,0.0,Virginia Tech,S
Ramy Brook,1,1,0.0,0.0,Auburn,All
Trojan Threads Apparel Co.,1,1,0.0,0.0,Troy,QB
Tropical Smoothie Cafe,1,1,0.0,0.0,Florida,All
Rocky Boots,1,1,0.0,0.0,,TE
ThrIVe Day Spa,1,1,0.0,0.0,Texas,PF
The Foundation Experience 2024,1,1,2381076.0,2381076.0,Ohio State,S
The Monty Show,1,1,0.0,0.0,BYU,DL
The Palm Restaurant,1,1,0.0,0.0,Houston,QB
The Pavement Group,1,1,0.0,0.0,West Virginia,WR
Samaritan's Feet,1,1,0.0,0.0,,PG
Samaritan Community Center,1,1,0.0,0.0,Arkansas,PF
Sam's Club,1,1,0.0,0.0,,DL
Salvio's Pizza,1,1,0.0,0.0,,SF
Salvation Army of Denton,1,1,0.0,0.0,,QB
Salvation Army Cape Fear,1,0,0.0,0.0,,
The Pilates Studio at Valor,1,1,0.0,0.0,Michigan,SG
The Players' Tribune,1,1,0.0,0.0,,CG
Salute Leos,1,1,0.0,0.0,New Hampshire,All
Salt Athletic,1,1,0.0,0.0,Santa Clara University,DF
Salomone Digital Marketing,1,1,0.0,0.0,,QB
The Players’ Plate,1,1,0.0,0.0,Duke,DR
Salad and Go,1,1,0.0,0.0,SMU,MB
The Pro Shop,1,1,0.0,0.0,Miami,OT
Saie,1,1,0.0,0.0,LSU,SF
Safely Self Defense,1,1,0.0,0.0,Texas,T
The Real Estate Game,1,1,0.0,0.0,Murray State,IOL
SWAKE,1,1,0.0,0.0,Houston,IF
SWAG Resource Center,1,1,0.0,0.0,,CG
The Next Round,1,1,0.0,0.0,Auburn,PG
The Mercato,1,1,0.0,0.0,Nebraska,L
SVI Sportswear,1,1,0.0,0.0,Vermont,SG
Sams Club,1,1,0.0,0.0,SMU,MB
The Foundry BG,1,1,0.0,0.0,,LB
The Freehouse,1,1,0.0,0.0,,QB
Sawgrass Fishing Rods,1,1,0.0,0.0,Houston,QB
Saturday House,1,1,0.0,0.0,LSU,SF
The Fritz Kennel,1,1,0.0,0.0,Houston,PF
Saturday App,1,1,0.0,0.0,,SF
Sanzo Sparkling Water,1,1,0.0,0.0,Florida,All
The Hall of Framers,1,1,0.0,0.0,,QB
The Indiana NIL Store,1,1,0.0,0.0,Indiana,SG
The Inspiration Co.,1,0,0.0,0.0,,
The Joint Chiropractic,1,1,0.0,0.0,Vanderbilt,IF
The Keyes Company,1,1,0.0,0.0,Arkansas State,WR
The Kitchen by Baked Brand,1,1,0.0,0.0,Massachusetts,CB
San Diego Legion,1,1,0.0,0.0,Kentucky,PG
The Laundry Project,1,1,0.0,0.0,Texas,CG
San Antonio Zoological Society,1,1,0.0,0.0,Illinois,WR
Sam’s Wedge Inn,1,1,0.0,0.0,Youngstown State,CG
The Law Office of Justin B. Hunter,1,1,0.0,0.0,,EDGE
The Leader,1,1,0.0,0.0,East Tennessee State,QB
The Life Ring Foundation,1,1,0.0,0.0,,CB
The Madi Scott Basketball Foundation,1,1,0.0,0.0,Ole Miss,PF
The Redbird Brand,1,1,0.0,0.0,Louisville,S
The Retreat,1,1,0.0,0.0,SMU,MB
Thompson Rental Services & Sales,1,1,0.0,0.0,South Carolina,WR
The Webster Man,1,1,0.0,0.0,,PG
SA Flavor,1,1,0.0,0.0,UTSA,QB
S3 Performance Training,1,1,0.0,0.0,,S
Ryoko Rain,1,1,0.0,0.0,Texas,CG
The Works Cafe,1,1,0.0,0.0,,SG
Ruthie's Fueled by Good,1,1,0.0,0.0,,EDGE
The h.wood Group,1,1,0.0,0.0,UTEP,QB
Ruth Tate Senior Center,1,1,0.0,0.0,Memphis,OT
Rutgers Club of NYC,1,1,0.0,0.0,Rutgers,WR
TheKamPringle.com,1,1,0.0,0.0,Syracuse,OT
Runza,1,1,0.0,0.0,Nebraska,L
Run Shadyshine 5K Run/Walk,1,1,0.0,0.0,Pittsburgh,DL
Ruby Tuesday,1,1,0.0,0.0,South Carolina,SG
Rowdy Redz,1,1,0.0,0.0,Radford,SG
Rowdy Energy,1,1,0.0,0.0,Ohio State,AT
Roosters Restaurant,1,1,0.0,0.0,Marshall,TE
Room2Room Movers,1,1,0.0,0.0,Auburn,All
TheRealest.com,1,1,0.0,0.0,,RB
Ronald McDonald House of Southwest Virginia,1,1,0.0,0.0,Virginia Tech,P
Ronald McDonald House of Charlottesville,1,1,0.0,0.0,Gonzaga University,PG
ThirdLove,1,1,0.0,0.0,,SF
Ronald McDonald House Central Indiana,1,1,0.0,0.0,Boston College,C
The Well Athlete,1,1,0.0,0.0,Mercer,CB
The Wealthy Brand,1,1,0.0,0.0,Western Michigan,PG
SUNRUN,1,1,0.0,0.0,,PG
SAM Nutrition,1,1,0.0,0.0,Texas A&M,G
The Right Stuff,1,1,0.0,0.0,Alabama,GK
The Root Cellar,1,1,0.0,0.0,North Carolina,PF
STX Lacrosse,1,1,0.0,0.0,Ohio State,AT
STITCHED,1,1,0.0,0.0,,QB
The SKUT Shop,1,1,0.0,0.0,,S
The Salvation Army Boys & Girls Clubs of Greater C,1,1,0.0,0.0,,LB
STARFACE,1,1,0.0,0.0,,SF
SPS Camp,1,1,0.0,0.0,Arizona,IF
The Shop Indy,1,1,0.0,0.0,Indiana,SG
The Side-Out Foundation,1,1,0.0,0.0,Texas,OH
The Small Shop LA,1,1,0.0,0.0,,WR
SOLDXOUT,1,1,0.0,0.0,NC State,SG
The Social West Ames,1,1,0.0,0.0,Iowa State,PG
SI Tickets,1,1,0.0,0.0,,S
SHEIN,1,1,0.0,0.0,Illinois,OF
SC30 Inc,1,1,0.0,0.0,Connecticut,SG
The Sports Broadcasting Camp,1,1,0.0,0.0,Yale,SG
The Tank Brewing Company,1,1,0.0,0.0,SMU,QB
The Town Hall Grill,1,1,0.0,0.0,,SF
The View on Fifth,1,1,0.0,0.0,,EDGE
The Vinyl Studio,1,1,0.0,0.0,,PF
 7UP,1,1,0.0,0.0,Tennessee,QB
LilyAna Naturals,1,0,0.0,0.0,,
OREO,1,1,0.0,0.0,North Carolina,SF
Colorsuper,1,1,0.0,0.0,Oregon,S
Clyde's Donut,1,1,0.0,0.0,Colorado State,CG
Coach Beyond,1,1,0.0,0.0,Ohio State,EDGE
Coach Can Enterprises,1,1,0.0,0.0,Oklahoma,IF
Coaches Oats,1,1,0.0,0.0,Utah,BB
Coaches vs. Cancer,1,1,0.0,0.0,,SF
